book name,rating,UPC,product type,price exclude tax,price include tax,tax,availability,number of reviews
Travels with Charley: In Search of America,5,0268f149d014b389,Books,£57.82,£57.82,£0.00,In stock (1 available),0
Three Wishes (River of Time: California #1),2,460f97a346b44bac,Books,£44.18,£44.18,£0.00,In stock (1 available),0
This One Moment (Pushing Limits #1),1,d6d98d3508c30f57,Books,£48.71,£48.71,£0.00,In stock (1 available),0
The Zombie Room,5,9c96cd1329fbd82d,Books,£19.69,£19.69,£0.00,In stock (1 available),0
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",2,dac9d1e654fac737,Books,£36.52,£36.52,£0.00,In stock (1 available),0
The Tumor,5,6514add13c82b115,Books,£41.56,£41.56,£0.00,In stock (1 available),0
The Story of Hong Gildong,4,32d035df92ab9080,Books,£43.19,£43.19,£0.00,In stock (1 available),0
The Silent Wife,5,b78deb463531d078,Books,£12.34,£12.34,£0.00,In stock (1 available),0
The Silent Twin (Detective Jennifer Knight #3),3,9e9932ae1a7d0943,Books,£36.25,£36.25,£0.00,In stock (1 available),0
The Selfish Gene,1,6f2c0a9adbb2bca9,Books,£29.45,£29.45,£0.00,In stock (1 available),0
The Secret Healer,3,38f776ab9118aed7,Books,£34.56,£34.56,£0.00,In stock (1 available),0
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",3,5faefdc861684eb1,Books,£54.12,£54.12,£0.00,In stock (1 available),0
The Republic,3,0ec9d2b018fb10d8,Books,£33.78,£33.78,£0.00,In stock (1 available),0
The Odyssey,3,f0512adadffd2480,Books,£29.64,£29.64,£0.00,In stock (1 available),0
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),4,b0913e67d38d5ed5,Books,£57.70,£57.70,£0.00,In stock (1 available),0
The Nicomachean Ethics,1,5c10b64db3e4f228,Books,£36.34,£36.34,£0.00,In stock (1 available),0
The Name of the Wind (The Kingkiller Chronicle #1),3,c8614adb1a90b027,Books,£50.59,£50.59,£0.00,In stock (1 available),0
The Mirror & the Maze (The Wrath and the Dawn #1.5),1,c40b70e0f6d80189,Books,£29.38,£29.38,£0.00,In stock (1 available),0
The Little Prince,2,1aeca7d078d57deb,Books,£45.42,£45.42,£0.00,In stock (1 available),0
The Light of the Fireflies,1,04e43893e32f9d29,Books,£54.43,£54.43,£0.00,In stock (1 available),0
The Last Girl (The Dominion Trilogy #1),2,16c71736dae78764,Books,£36.26,£36.26,£0.00,In stock (1 available),0
The Iliad,1,86d8bd7afa5b51b3,Books,£16.16,£16.16,£0.00,In stock (1 available),0
The Hook Up (Game On #1),5,6e473eff459e809f,Books,£36.29,£36.29,£0.00,In stock (1 available),0
The Haters,5,fff8a057a40c4a60,Books,£27.89,£27.89,£0.00,In stock (1 available),0
The Girl You Lost,5,4280ac3eab57aa5d,Books,£12.29,£12.29,£0.00,In stock (1 available),0
The Girl In The Ice (DCI Erika Foster #1),3,ee61197edb882599,Books,£15.85,£15.85,£0.00,In stock (1 available),0
The End of the Jesus Era (An Investigation #1),1,09659d1639a1f978,Books,£14.40,£14.40,£0.00,In stock (1 available),0
The Edge of Reason (Bridget Jones #2),4,29fc016c459aeb14,Books,£19.18,£19.18,£0.00,In stock (1 available),0
The Complete Maus (Maus #1-2),3,3301af038a720587,Books,£10.64,£10.64,£0.00,In stock (1 available),0
The Communist Manifesto,3,18b4545a5ed15581,Books,£14.76,£14.76,£0.00,In stock (1 available),0
The Bhagavad Gita,3,f3a0b8c835129558,Books,£57.49,£57.49,£0.00,In stock (1 available),0
The Bette Davis Club,3,dfb0849016bc122c,Books,£30.66,£30.66,£0.00,In stock (1 available),0
The Art of Not Breathing,4,5bc1fbccfbf2355c,Books,£40.83,£40.83,£0.00,In stock (1 available),0
Taking Shots (Assassins #1),2,a7eef9d6795422c1,Books,£18.88,£18.88,£0.00,In stock (1 available),0
Starlark,3,e25164e5b3fe208b,Books,£25.83,£25.83,£0.00,In stock (1 available),0
"Skip Beat!, Vol. 01 (Skip Beat! #1)",3,2ac720f76384c57e,Books,£42.12,£42.12,£0.00,In stock (1 available),0
Sister Sable (The Mad Queen #1),3,3a9a7c5895e82646,Books,£13.33,£13.33,£0.00,In stock (1 available),0
Shatter Me (Shatter Me #1),1,9ed7090d8fa690b0,Books,£42.40,£42.40,£0.00,In stock (1 available),0
Shameless,3,c068c013d6921fea,Books,£58.35,£58.35,£0.00,In stock (1 available),0
Shadow Rites (Jane Yellowrock #10),4,229cd6564bf0dce4,Books,£21.72,£21.72,£0.00,In stock (1 available),0
Settling the Score (The Summer Games #1),2,132adf7335bb384a,Books,£44.91,£44.91,£0.00,In stock (1 available),0
Sense and Sensibility,1,35e44170702139a4,Books,£37.46,£37.46,£0.00,In stock (1 available),0
"Saga, Volume 1 (Saga (Collected Editions) #1)",1,4f64568dfefa3ce7,Books,£28.48,£28.48,£0.00,In stock (1 available),0
"Rhythm, Chord & Malykhin",2,9efb397067eb7e8a,Books,£28.34,£28.34,£0.00,In stock (1 available),0
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",5,3cdca3b4a93980f5,Books,£46.96,£46.96,£0.00,In stock (1 available),0
Paradise Lost (Paradise #1),1,849db7ab7f4a640c,Books,£24.96,£24.96,£0.00,In stock (1 available),0
"Paper Girls, Vol. 1 (Paper Girls #1-5)",4,bcbcbcf0f6ed196f,Books,£21.71,£21.71,£0.00,In stock (1 available),0
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",3,326825e02a198cf6,Books,£29.87,£29.87,£0.00,In stock (1 available),0
Origins (Alphas 0.5),1,8932e5c12f12ffed,Books,£28.99,£28.99,£0.00,In stock (1 available),0
One Second (Seven #7),2,7ea31f38675b91c1,Books,£52.94,£52.94,£0.00,In stock (1 available),0
On the Road (Duluoz Legend),3,9ff997ab15713e53,Books,£32.36,£32.36,£0.00,In stock (1 available),0
Old Records Never Die: One Man's Quest for His Vinyl and His Past,2,a1985630339f4b3d,Books,£55.66,£55.66,£0.00,In stock (1 available),0
Off Sides (Off #1),5,b6f1cfadc4dd79d4,Books,£39.45,£39.45,£0.00,In stock (1 available),0
Of Mice and Men,2,39592d9d72e717c4,Books,£47.11,£47.11,£0.00,In stock (1 available),0
Myriad (Prentor #1),4,63e20a0f98218a87,Books,£58.75,£58.75,£0.00,In stock (1 available),0
My Perfect Mistake (Over the Top #1),2,fd78f89878479f56,Books,£38.92,£38.92,£0.00,In stock (1 available),0
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",4,35a60467893aa168,Books,£39.39,£39.39,£0.00,In stock (1 available),0
Meditations,2,4f19709e47883df5,Books,£25.89,£25.89,£0.00,In stock (1 available),0
Matilda,1,1053fb7ee17a1f33,Books,£28.34,£28.34,£0.00,In stock (1 available),0
Lost Among the Living,4,d510567580c8be52,Books,£27.70,£27.70,£0.00,In stock (1 available),0
Lord of the Flies,3,71a6471bbdac21d9,Books,£24.89,£24.89,£0.00,In stock (1 available),0
Listen to Me (Fusion #1),3,6e712ea24e77bd96,Books,£58.99,£58.99,£0.00,In stock (1 available),0
Kitchens of the Great Midwest,5,06f6a57a6d532844,Books,£57.20,£57.20,£0.00,In stock (1 available),0
Jane Eyre,5,8d390a1fc3133d06,Books,£38.43,£38.43,£0.00,In stock (1 available),0
Imperfect Harmony,4,f28f7299d38c0932,Books,£34.74,£34.74,£0.00,In stock (1 available),0
Icing (Aces Hockey #2),4,3455b45888fb5053,Books,£40.44,£40.44,£0.00,In stock (1 available),0
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",3,6fe02600f322a0a9,Books,£45.24,£45.24,£0.00,In stock (1 available),0
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),4,6717a70913b3db79,Books,£34.96,£34.96,£0.00,In stock (1 available),0
"Giant Days, Vol. 1 (Giant Days #1-4)",4,eb0fe24bbc845ecc,Books,£56.76,£56.76,£0.00,In stock (1 available),0
"Fruits Basket, Vol. 1 (Fruits Basket #1)",5,72e6fbf4f6382557,Books,£40.28,£40.28,£0.00,In stock (1 available),0
Frankenstein,2,a492f49a3e2b6a71,Books,£38.00,£38.00,£0.00,In stock (1 available),0
Forever Rockers (The Rocker #12),3,e564c3f1a93ccf2e,Books,£28.80,£28.80,£0.00,In stock (1 available),0
Fighting Fate (Fighting #6),3,6390772a3094939d,Books,£39.24,£39.24,£0.00,In stock (1 available),0
Emma,2,2e69730561ed70ad,Books,£32.93,£32.93,£0.00,In stock (1 available),0
"Eat, Pray, Love",3,df56868afd166557,Books,£51.32,£51.32,£0.00,In stock (1 available),0
Deep Under (Walker Security #1),5,0072b94dfa30608e,Books,£47.09,£47.09,£0.00,In stock (1 available),0
Choosing Our Religion: The Spiritual Lives of America's Nones,4,a812f6969ddf3e39,Books,£28.42,£28.42,£0.00,In stock (1 available),0
Charlie and the Chocolate Factory (Charlie Bucket #1),3,1774749f2cee292f,Books,£22.85,£22.85,£0.00,In stock (1 available),0
Charity's Cross (Charles Towne Belles #4),1,a96404cb928895f3,Books,£41.24,£41.24,£0.00,In stock (1 available),0
Bright Lines,5,230ac636ea0ea415,Books,£39.07,£39.07,£0.00,In stock (1 available),0
Bridget Jones's Diary (Bridget Jones #1),1,a2b4b685dfa94733,Books,£29.82,£29.82,£0.00,In stock (1 available),0
Bounty (Colorado Mountain #7),4,abc0b15f2c907ff0,Books,£37.26,£37.26,£0.00,In stock (1 available),0
Blood Defense (Samantha Brinkman #1),3,95cdfd514098c38b,Books,£20.30,£20.30,£0.00,In stock (1 available),0
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",5,099fae4a0705d63b,Books,£34.65,£34.65,£0.00,In stock (1 available),0
Beyond Good and Evil,1,08672cd59171d5e4,Books,£43.38,£43.38,£0.00,In stock (1 available),0
Alice in Wonderland (Alice's Adventures in Wonderland #1),1,cd2a2a70dd5d176d,Books,£55.53,£55.53,£0.00,In stock (1 available),0
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",4,bfd5e1701c862ac3,Books,£57.06,£57.06,£0.00,In stock (1 available),0
A Spy's Devotion (The Regency Spies of London #1),5,19fec36a1dfb4c16,Books,£16.97,£16.97,£0.00,In stock (1 available),0
1st to Die (Women's Murder Club #1),1,f684a82adc49f011,Books,£53.98,£53.98,£0.00,In stock (1 available),0
"1,000 Places to See Before You Die",5,228ba5e7577e1d49,Books,£26.08,£26.08,£0.00,In stock (1 available),0
